,position,beta,z,gross_return,cost_drag,net_return,equity,turnover
2019-11-05,0.0,1.1617395191327138,1.1293159223659135,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-06,0.0,1.1633941860938128,0.2788454077232999,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-07,0.0,1.1636537145862356,0.20572438947935562,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-08,0.0,1.1640724755794232,0.04440747032368432,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-11,0.0,1.164131084820842,-0.5459594066312105,-0.0,0.0,-0.0,973520.1761128858,0.0
2019-11-12,0.0,1.1634164408508911,-0.19571561909542814,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-13,0.0,1.1631073055104837,-0.6747509778838056,-0.0,0.0,-0.0,973520.1761128858,0.0
2019-11-14,0.0,1.1623143490829857,1.129600136730672,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-15,0.0,1.1632095541885688,-0.4837874814804608,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-18,0.0,1.1626319748166951,-2.0842451465566976,0.0,0.0,0.0,973520.1761128858,0.0
2019-11-19,1.0,1.1589160127638298,-1.8909416475981913,-0.0036246189811421953,0.0007,-0.004324618981142195,969310.072280743,1.0
2019-11-20,1.0,1.1568532672025174,-1.7754279584848358,-0.0037038776695440317,6.201794174905295e-07,-0.0037044978489615223,965719.2652030024,0.0008859705964150422
2019-11-21,1.0,1.1545157652604783,0.6733042536128665,0.0015264472481001483,7.042222444162139e-07,0.001525743025855732,967192.7046368202,0.0010060317777374483
2019-11-22,1.0,1.155290317593818,-1.174077389434412,-0.00250804162591896,2.335196053747657e-07,-0.0025082751455243347,964766.7192148472,0.00033359943624966526
2019-11-25,1.0,1.1534583604181154,0.417957350505746,0.0009355430670140716,5.525875507292277e-07,0.0009349904794633424,965668.7669122162,0.0007894107867560396
2019-11-26,0.0,1.1538472652670864,0.2794822451900064,0.0,0.0007,-0.0007,964992.7987753776,1.0
2019-11-27,0.0,1.1540895577767287,0.16165632040444167,0.0,0.0,0.0,964992.7987753776,0.0
2019-11-28,0.0,1.1541460237803642,0.6489741682952912,0.0,0.0,0.0,964992.7987753776,0.0
2019-11-29,0.0,1.154550065563584,0.3136018202063746,0.0,0.0,0.0,964992.7987753776,0.0
2019-12-02,0.0,1.1547924217203196,-2.5240004129870277,0.0,0.0,0.0,964992.7987753776,0.0
2019-12-03,1.0,1.152334117971673,-0.3646785393714998,-0.0006647677948624694,0.0007,-0.0013647677948624695,963675.8076813348,1.0
2019-12-04,0.0,1.151655365384241,0.5541231590994101,0.0,0.0007,-0.0007,963001.2346159577,1.0
2019-12-05,0.0,1.1523675075787472,1.6812800665784617,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-06,0.0,1.1539013800710356,1.5662971991363406,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-09,0.0,1.1552422631790629,-1.167569685563668,-0.0,0.0,-0.0,963001.2346159577,0.0
2019-12-10,0.0,1.1527103486747998,-0.34256794825743503,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-11,0.0,1.1519806501721737,-1.1889194489613883,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-12,0.0,1.1504273377779233,1.2692296302598611,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-13,0.0,1.1518839008233122,0.7654006037777471,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-16,0.0,1.153513263528795,0.3857755009341659,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-17,0.0,1.1538102723711416,0.1342754696924188,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-18,0.0,1.1540191077358206,1.0237387941565625,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-19,0.0,1.1564641360282624,0.9833741818615107,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-20,0.0,1.157832397152083,0.9992029527551418,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-23,0.0,1.1587203216890507,0.2893442063074832,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-24,0.0,1.1591441789852324,-0.33225556924317284,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-25,0.0,1.1587914688927559,0.676210541591076,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-26,0.0,1.1591418944501712,0.5466050316212258,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-27,0.0,1.1599969342188288,-0.34045107246855877,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-30,0.0,1.1593670392249364,-0.4385288153347703,0.0,0.0,0.0,963001.2346159577,0.0
2019-12-31,0.0,1.1589517264294473,1.0533804391703694,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-01,0.0,1.1598673641998134,1.565907125714522,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-02,0.0,1.1609782125389343,-0.8156525271563447,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-03,0.0,1.1602737460793755,-0.36670840244717445,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-06,0.0,1.1600017206196525,0.35321375277241096,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-07,0.0,1.160191379069737,0.18890080747981935,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-08,0.0,1.1604812938142306,-0.9581993215547298,-0.0,0.0,-0.0,963001.2346159577,0.0
2020-01-09,0.0,1.1594223529567014,2.106648196625587,0.0,0.0,0.0,963001.2346159577,0.0
2020-01-10,-1.0,1.1615777341685465,0.20481766588904965,-0.00026899584583668797,0.0006999999999999999,-0.0009689958458366879,962068.0904200793,0.9999999999999999
